"TXNAME"	"GENEID"
"ENSRNOT00000110288"	"ENSRNOG00000065929"
"ENSRNOT00000079728"	"ENSRNOG00000054701"
"ENSRNOT00000045250"	"ENSRNOG00000031097"
"ENSRNOT00000098873"	"ENSRNOG00000011552"
"ENSRNOT00000065508"	"ENSRNOG00000011552"
"ENSRNOT00000034012"	"ENSRNOG00000011976"
"ENSRNOT00000093238"	"ENSRNOG00000011976"
"ENSRNOT00000093392"	"ENSRNOG00000011976"
"ENSRNOT00000075628"	"ENSRNOG00000011989"
"ENSRNOT00000099875"	"ENSRNOG00000070954"
"ENSRNOT00000058779"	"ENSRNOG00000012030"
"ENSRNOT00000120225"	"ENSRNOG00000012030"
"ENSRNOT00000106285"	"ENSRNOG00000012030"
"ENSRNOT00000111033"	"ENSRNOG00000012030"
"ENSRNOT00000110208"	"ENSRNOG00000012030"
"ENSRNOT00000100096"	"ENSRNOG00000012030"
"ENSRNOT00000115464"	"ENSRNOG00000012030"
"ENSRNOT00000016713"	"ENSRNOG00000012450"
"ENSRNOT00000097327"	"ENSRNOG00000012450"
"ENSRNOT00000042458"	"ENSRNOG00000011296"
"ENSRNOT00000110763"	"ENSRNOG00000011296"
"ENSRNOT00000015158"	"ENSRNOG00000011296"
"ENSRNOT00000084445"	"ENSRNOG00000011296"
"ENSRNOT00000015180"	"ENSRNOG00000011422"
"ENSRNOT00000016880"	"ENSRNOG00000012027"
"ENSRNOT00000112976"	"ENSRNOG00000012027"
"ENSRNOT00000016963"	"ENSRNOG00000012671"
"ENSRNOT00000103198"	"ENSRNOG00000066750"
"ENSRNOT00000112862"	"ENSRNOG00000013178"
"ENSRNOT00000083991"	"ENSRNOG00000013178"
"ENSRNOT00000017941"	"ENSRNOG00000013178"
"ENSRNOT00000090165"	"ENSRNOG00000051986"
"ENSRNOT00000018795"	"ENSRNOG00000013982"
"ENSRNOT00000095578"	"ENSRNOG00000066423"
"ENSRNOT00000105239"	"ENSRNOG00000068744"
"ENSRNOT00000091262"	"ENSRNOG00000055087"
"ENSRNOT00000077053"	"ENSRNOG00000014371"
"ENSRNOT00000019298"	"ENSRNOG00000014371"
"ENSRNOT00000096949"	"ENSRNOG00000014371"
"ENSRNOT00000098921"	"ENSRNOG00000014371"
"ENSRNOT00000083734"	"ENSRNOG00000056152"
"ENSRNOT00000114490"	"ENSRNOG00000014371"
"ENSRNOT00000019443"	"ENSRNOG00000014415"
"ENSRNOT00000019923"	"ENSRNOG00000014522"
"ENSRNOT00000087103"	"ENSRNOG00000055320"
"ENSRNOT00000020225"	"ENSRNOG00000014948"
"ENSRNOT00000079240"	"ENSRNOG00000014948"
"ENSRNOT00000020341"	"ENSRNOG00000015084"
"ENSRNOT00000106560"	"ENSRNOG00000015084"
"ENSRNOT00000079580"	"ENSRNOG00000015590"
"ENSRNOT00000020917"	"ENSRNOG00000015590"
"ENSRNOT00000105457"	"ENSRNOG00000015590"
"ENSRNOT00000021072"	"ENSRNOG00000015690"
"ENSRNOT00000021630"	"ENSRNOG00000015904"
"ENSRNOT00000117897"	"ENSRNOG00000015904"
"ENSRNOT00000074753"	"ENSRNOG00000049334"
"ENSRNOT00000022091"	"ENSRNOG00000016422"
"ENSRNOT00000081019"	"ENSRNOG00000016422"
"ENSRNOT00000113547"	"ENSRNOG00000016509"
"ENSRNOT00000022432"	"ENSRNOG00000016509"
"ENSRNOT00000082754"	"ENSRNOG00000016752"
"ENSRNOT00000087857"	"ENSRNOG00000016752"
"ENSRNOT00000023478"	"ENSRNOG00000017431"
"ENSRNOT00000099058"	"ENSRNOG00000017431"
"ENSRNOT00000094643"	"ENSRNOG00000017489"
"ENSRNOT00000112924"	"ENSRNOG00000017489"
"ENSRNOT00000108224"	"ENSRNOG00000017489"
"ENSRNOT00000112263"	"ENSRNOG00000017489"
"ENSRNOT00000097001"	"ENSRNOG00000017489"
"ENSRNOT00000023607"	"ENSRNOG00000017489"
"ENSRNOT00000053449"	"ENSRNOG00000055727"
"ENSRNOT00000107199"	"ENSRNOG00000017817"
"ENSRNOT00000024033"	"ENSRNOG00000017817"
"ENSRNOT00000094964"	"ENSRNOG00000017817"
"ENSRNOT00000093803"	"ENSRNOG00000017869"
"ENSRNOT00000024069"	"ENSRNOG00000017869"
"ENSRNOT00000113626"	"ENSRNOG00000017869"
"ENSRNOT00000073858"	"ENSRNOG00000049906"
"ENSRNOT00000072369"	"ENSRNOG00000047446"
"ENSRNOT00000074430"	"ENSRNOG00000047125"
"ENSRNOT00000106613"	"ENSRNOG00000067354"
"ENSRNOT00000079382"	"ENSRNOG00000017905"
"ENSRNOT00000067141"	"ENSRNOG00000017905"
"ENSRNOT00000095671"	"ENSRNOG00000069589"
"ENSRNOT00000087507"	"ENSRNOG00000054434"
"ENSRNOT00000025392"	"ENSRNOG00000018784"
"ENSRNOT00000072413"	"ENSRNOG00000046739"
"ENSRNOT00000099241"	"ENSRNOG00000067306"
"ENSRNOT00000093975"	"ENSRNOG00000067306"
"ENSRNOT00000025894"	"ENSRNOG00000019140"
"ENSRNOT00000106329"	"ENSRNOG00000019140"
"ENSRNOT00000106448"	"ENSRNOG00000019140"
"ENSRNOT00000108349"	"ENSRNOG00000019140"
"ENSRNOT00000119409"	"ENSRNOG00000070694"
"ENSRNOT00000068452"	"ENSRNOG00000043077"
"ENSRNOT00000111720"	"ENSRNOG00000043077"
"ENSRNOT00000106092"	"ENSRNOG00000028501"
"ENSRNOT00000039273"	"ENSRNOG00000028501"
"ENSRNOT00000101747"	"ENSRNOG00000028501"
"ENSRNOT00000104719"	"ENSRNOG00000028501"
"ENSRNOT00000045657"	"ENSRNOG00000028501"
"ENSRNOT00000017358"	"ENSRNOG00000013007"
"ENSRNOT00000106885"	"ENSRNOG00000068583"
"ENSRNOT00000092169"	"ENSRNOG00000051531"
"ENSRNOT00000018923"	"ENSRNOG00000013970"
"ENSRNOT00000019740"	"ENSRNOG00000014581"
"ENSRNOT00000104206"	"ENSRNOG00000014581"
"ENSRNOT00000020313"	"ENSRNOG00000015077"
"ENSRNOT00000109297"	"ENSRNOG00000027954"
"ENSRNOT00000115712"	"ENSRNOG00000027954"
"ENSRNOT00000033352"	"ENSRNOG00000027954"
"ENSRNOT00000105346"	"ENSRNOG00000067929"
"ENSRNOT00000047754"	"ENSRNOG00000015150"
"ENSRNOT00000091712"	"ENSRNOG00000015150"
"ENSRNOT00000109934"	"ENSRNOG00000015335"
"ENSRNOT00000020635"	"ENSRNOG00000015335"
"ENSRNOT00000078041"	"ENSRNOG00000054310"
"ENSRNOT00000068231"	"ENSRNOG00000015397"
"ENSRNOT00000077701"	"ENSRNOG00000015397"
"ENSRNOT00000021397"	"ENSRNOG00000015880"
"ENSRNOT00000115727"	"ENSRNOG00000038239"
"ENSRNOT00000058216"	"ENSRNOG00000038239"
"ENSRNOT00000111955"	"ENSRNOG00000038239"
"ENSRNOT00000021607"	"ENSRNOG00000016088"
"ENSRNOT00000066552"	"ENSRNOG00000016088"
"ENSRNOT00000099003"	"ENSRNOG00000016088"
"ENSRNOT00000022324"	"ENSRNOG00000016631"
"ENSRNOT00000084280"	"ENSRNOG00000052172"
"ENSRNOT00000105637"	"ENSRNOG00000016920"
"ENSRNOT00000022823"	"ENSRNOG00000016920"
"ENSRNOT00000116216"	"ENSRNOG00000016920"
"ENSRNOT00000096732"	"ENSRNOG00000017023"
"ENSRNOT00000046155"	"ENSRNOG00000017023"
"ENSRNOT00000099662"	"ENSRNOG00000017023"
"ENSRNOT00000105294"	"ENSRNOG00000017023"
"ENSRNOT00000112610"	"ENSRNOG00000017023"
"ENSRNOT00000111547"	"ENSRNOG00000017023"
"ENSRNOT00000107695"	"ENSRNOG00000017023"
"ENSRNOT00000058145"	"ENSRNOG00000038193"
"ENSRNOT00000023452"	"ENSRNOG00000017209"
"ENSRNOT00000000281"	"ENSRNOG00000000264"
"ENSRNOT00000105964"	"ENSRNOG00000064167"
"ENSRNOT00000097117"	"ENSRNOG00000026994"
"ENSRNOT00000101653"	"ENSRNOG00000026994"
"ENSRNOT00000030399"	"ENSRNOG00000026994"
"ENSRNOT00000101403"	"ENSRNOG00000026964"
"ENSRNOT00000029999"	"ENSRNOG00000026964"
"ENSRNOT00000119114"	"ENSRNOG00000062578"
"ENSRNOT00000049337"	"ENSRNOG00000017467"
"ENSRNOT00000098153"	"ENSRNOG00000017467"
"ENSRNOT00000102307"	"ENSRNOG00000017467"
"ENSRNOT00000104966"	"ENSRNOG00000069101"
"ENSRNOT00000085417"	"ENSRNOG00000062813"
"ENSRNOT00000111895"	"ENSRNOG00000063424"
"ENSRNOT00000036042"	"ENSRNOG00000026853"
"ENSRNOT00000111252"	"ENSRNOG00000019143"
"ENSRNOT00000114332"	"ENSRNOG00000019143"
"ENSRNOT00000080860"	"ENSRNOG00000019143"
"ENSRNOT00000114541"	"ENSRNOG00000019143"
"ENSRNOT00000065431"	"ENSRNOG00000019143"
"ENSRNOT00000117556"	"ENSRNOG00000019143"
"ENSRNOT00000103946"	"ENSRNOG00000065895"
"ENSRNOT00000058074"	"ENSRNOG00000018228"
"ENSRNOT00000025357"	"ENSRNOG00000018480"
"ENSRNOT00000025695"	"ENSRNOG00000018909"
"ENSRNOT00000032359"	"ENSRNOG00000019024"
"ENSRNOT00000026617"	"ENSRNOG00000019205"
"ENSRNOT00000096315"	"ENSRNOG00000019205"
"ENSRNOT00000083572"	"ENSRNOG00000021330"
"ENSRNOT00000038257"	"ENSRNOG00000021330"
"ENSRNOT00000109317"	"ENSRNOG00000064495"
"ENSRNOT00000071827"	"ENSRNOG00000049784"
"ENSRNOT00000119995"	"ENSRNOG00000019779"
"ENSRNOT00000057945"	"ENSRNOG00000019779"
"ENSRNOT00000043027"	"ENSRNOG00000038057"
"ENSRNOT00000102684"	"ENSRNOG00000062793"
"ENSRNOT00000031717"	"ENSRNOG00000028652"
"ENSRNOT00000026965"	"ENSRNOG00000019922"
"ENSRNOT00000116565"	"ENSRNOG00000019922"
"ENSRNOT00000114770"	"ENSRNOG00000019922"
"ENSRNOT00000111023"	"ENSRNOG00000019922"
"ENSRNOT00000111221"	"ENSRNOG00000019922"
"ENSRNOT00000099966"	"ENSRNOG00000019922"
"ENSRNOT00000026986"	"ENSRNOG00000019931"
"ENSRNOT00000027058"	"ENSRNOG00000019937"
"ENSRNOT00000071655"	"ENSRNOG00000049456"
"ENSRNOT00000097403"	"ENSRNOG00000049456"
"ENSRNOT00000103419"	"ENSRNOG00000049456"
"ENSRNOT00000094498"	"ENSRNOG00000062808"
"ENSRNOT00000073582"	"ENSRNOG00000051278"
"ENSRNOT00000105322"	"ENSRNOG00000032437"
"ENSRNOT00000109223"	"ENSRNOG00000032437"
"ENSRNOT00000042623"	"ENSRNOG00000032437"
"ENSRNOT00000095548"	"ENSRNOG00000032437"
"ENSRNOT00000104177"	"ENSRNOG00000032437"
"ENSRNOT00000110687"	"ENSRNOG00000032437"
"ENSRNOT00000111522"	"ENSRNOG00000032437"
"ENSRNOT00000078559"	"ENSRNOG00000032437"
"ENSRNOT00000014492"	"ENSRNOG00000010744"
"ENSRNOT00000108605"	"ENSRNOG00000010744"
"ENSRNOT00000080465"	"ENSRNOG00000010744"
"ENSRNOT00000063540"	"ENSRNOG00000041787"
"ENSRNOT00000114861"	"ENSRNOG00000010744"
"ENSRNOT00000109602"	"ENSRNOG00000010966"
"ENSRNOT00000014785"	"ENSRNOG00000010966"
"ENSRNOT00000081391"	"ENSRNOG00000052853"
"ENSRNOT00000081366"	"ENSRNOG00000057394"
"ENSRNOT00000113844"	"ENSRNOG00000050191"
"ENSRNOT00000075053"	"ENSRNOG00000050191"
"ENSRNOT00000108090"	"ENSRNOG00000050191"
"ENSRNOT00000073524"	"ENSRNOG00000050191"
"ENSRNOT00000103349"	"ENSRNOG00000069119"
"ENSRNOT00000103548"	"ENSRNOG00000068632"
"ENSRNOT00000015997"	"ENSRNOG00000069933"
"ENSRNOT00000045656"	"ENSRNOG00000069933"
"ENSRNOT00000073241"	"ENSRNOG00000048823"
"ENSRNOT00000048385"	"ENSRNOG00000013808"
"ENSRNOT00000074240"	"ENSRNOG00000048039"
"ENSRNOT00000077592"	"ENSRNOG00000052151"
"ENSRNOT00000015451"	"ENSRNOG00000011330"
"ENSRNOT00000099272"	"ENSRNOG00000068827"
"ENSRNOT00000041115"	"ENSRNOG00000065750"
"ENSRNOT00000038605"	"ENSRNOG00000070477"
"ENSRNOT00000042781"	"ENSRNOG00000049890"
"ENSRNOT00000016462"	"ENSRNOG00000012343"
"ENSRNOT00000116794"	"ENSRNOG00000012371"
"ENSRNOT00000016521"	"ENSRNOG00000012371"
"ENSRNOT00000100416"	"ENSRNOG00000062413"
"ENSRNOT00000104983"	"ENSRNOG00000062413"
"ENSRNOT00000105250"	"ENSRNOG00000063138"
"ENSRNOT00000118739"	"ENSRNOG00000010691"
"ENSRNOT00000014234"	"ENSRNOG00000010691"
"ENSRNOT00000113380"	"ENSRNOG00000010691"
"ENSRNOT00000078469"	"ENSRNOG00000057998"
"ENSRNOT00000110554"	"ENSRNOG00000057711"
"ENSRNOT00000080433"	"ENSRNOG00000057711"
"ENSRNOT00000101642"	"ENSRNOG00000071201"
"ENSRNOT00000097455"	"ENSRNOG00000012752"
"ENSRNOT00000017127"	"ENSRNOG00000012752"
"ENSRNOT00000106021"	"ENSRNOG00000012752"
"ENSRNOT00000096547"	"ENSRNOG00000012752"
"ENSRNOT00000115456"	"ENSRNOG00000012752"
"ENSRNOT00000095190"	"ENSRNOG00000066314"
"ENSRNOT00000112028"	"ENSRNOG00000066314"
"ENSRNOT00000101901"	"ENSRNOG00000066314"
"ENSRNOT00000086995"	"ENSRNOG00000013324"
"ENSRNOT00000017983"	"ENSRNOG00000013324"
"ENSRNOT00000094140"	"ENSRNOG00000060758"
"ENSRNOT00000079060"	"ENSRNOG00000060758"
"ENSRNOT00000080535"	"ENSRNOG00000058190"
"ENSRNOT00000047925"	"ENSRNOG00000031076"
"ENSRNOT00000100888"	"ENSRNOG00000070323"
"ENSRNOT00000095589"	"ENSRNOG00000063202"
"ENSRNOT00000092016"	"ENSRNOG00000060024"
"ENSRNOT00000086002"	"ENSRNOG00000060593"
"ENSRNOT00000078411"	"ENSRNOG00000051983"
"ENSRNOT00000030597"	"ENSRNOG00000023805"
"ENSRNOT00000119215"	"ENSRNOG00000067129"
"ENSRNOT00000105903"	"ENSRNOG00000069069"
"ENSRNOT00000016626"	"ENSRNOG00000012447"
"ENSRNOT00000017413"	"ENSRNOG00000012482"
"ENSRNOT00000110322"	"ENSRNOG00000012482"
"ENSRNOT00000017494"	"ENSRNOG00000012482"
"ENSRNOT00000051414"	"ENSRNOG00000012482"
"ENSRNOT00000115384"	"ENSRNOG00000012482"
"ENSRNOT00000116737"	"ENSRNOG00000012482"
"ENSRNOT00000119566"	"ENSRNOG00000012482"
"ENSRNOT00000117717"	"ENSRNOG00000012482"
"ENSRNOT00000015795"	"ENSRNOG00000011863"
"ENSRNOT00000085144"	"ENSRNOG00000051510"
"ENSRNOT00000017629"	"ENSRNOG00000012622"
"ENSRNOT00000017960"	"ENSRNOG00000013216"
"ENSRNOT00000104204"	"ENSRNOG00000013465"
"ENSRNOT00000117120"	"ENSRNOG00000013465"
"ENSRNOT00000018082"	"ENSRNOG00000013465"
"ENSRNOT00000082822"	"ENSRNOG00000013465"
"ENSRNOT00000096664"	"ENSRNOG00000069545"
"ENSRNOT00000019770"	"ENSRNOG00000014626"
"ENSRNOT00000087100"	"ENSRNOG00000014626"
"ENSRNOT00000031064"	"ENSRNOG00000025860"
"ENSRNOT00000020062"	"ENSRNOG00000014896"
"ENSRNOT00000105448"	"ENSRNOG00000014896"
"ENSRNOT00000088048"	"ENSRNOG00000014963"
"ENSRNOT00000020921"	"ENSRNOG00000014963"
"ENSRNOT00000097907"	"ENSRNOG00000065113"
"ENSRNOT00000061270"	"ENSRNOG00000039891"
"ENSRNOT00000106009"	"ENSRNOG00000015720"
"ENSRNOT00000021639"	"ENSRNOG00000015720"
"ENSRNOT00000108976"	"ENSRNOG00000015720"
"ENSRNOT00000094912"	"ENSRNOG00000016190"
"ENSRNOT00000021716"	"ENSRNOG00000016190"
"ENSRNOT00000021842"	"ENSRNOG00000016278"
"ENSRNOT00000112965"	"ENSRNOG00000016326"
"ENSRNOT00000022128"	"ENSRNOG00000016326"
"ENSRNOT00000022167"	"ENSRNOG00000016535"
"ENSRNOT00000108421"	"ENSRNOG00000016991"
"ENSRNOT00000097517"	"ENSRNOG00000016991"
"ENSRNOT00000023455"	"ENSRNOG00000016991"
"ENSRNOT00000079523"	"ENSRNOG00000016991"
"ENSRNOT00000090217"	"ENSRNOG00000060931"
"ENSRNOT00000096281"	"ENSRNOG00000043286"
"ENSRNOT00000063791"	"ENSRNOG00000043286"
"ENSRNOT00000088196"	"ENSRNOG00000043286"
"ENSRNOT00000073239"	"ENSRNOG00000048222"
"ENSRNOT00000110882"	"ENSRNOG00000018796"
"ENSRNOT00000025559"	"ENSRNOG00000018796"
"ENSRNOT00000081246"	"ENSRNOG00000057072"
"ENSRNOT00000053766"	"ENSRNOG00000035643"
"ENSRNOT00000116116"	"ENSRNOG00000018564"
"ENSRNOT00000108218"	"ENSRNOG00000018564"
"ENSRNOT00000025086"	"ENSRNOG00000018564"
"ENSRNOT00000096162"	"ENSRNOG00000018564"
"ENSRNOT00000038212"	"ENSRNOG00000025764"
"ENSRNOT00000067391"	"ENSRNOG00000043098"
"ENSRNOT00000025669"	"ENSRNOG00000018958"
"ENSRNOT00000025694"	"ENSRNOG00000019004"
"ENSRNOT00000026118"	"ENSRNOG00000019288"
"ENSRNOT00000112630"	"ENSRNOG00000019288"
"ENSRNOT00000115629"	"ENSRNOG00000019288"
"ENSRNOT00000026373"	"ENSRNOG00000019482"
"ENSRNOT00000116733"	"ENSRNOG00000019482"
"ENSRNOT00000096551"	"ENSRNOG00000062717"
"ENSRNOT00000103826"	"ENSRNOG00000062717"
"ENSRNOT00000119016"	"ENSRNOG00000062717"
"ENSRNOT00000107300"	"ENSRNOG00000062717"
"ENSRNOT00000116272"	"ENSRNOG00000065621"
"ENSRNOT00000090886"	"ENSRNOG00000013742"
"ENSRNOT00000064105"	"ENSRNOG00000013742"
"ENSRNOT00000018484"	"ENSRNOG00000013826"
"ENSRNOT00000103942"	"ENSRNOG00000062467"
"ENSRNOT00000048772"	"ENSRNOG00000032666"
"ENSRNOT00000117735"	"ENSRNOG00000062322"
"ENSRNOT00000094167"	"ENSRNOG00000066012"
"ENSRNOT00000102185"	"ENSRNOG00000060858"
"ENSRNOT00000106396"	"ENSRNOG00000066293"
"ENSRNOT00000089868"	"ENSRNOG00000060858"
"ENSRNOT00000105339"	"ENSRNOG00000060858"
"ENSRNOT00000114789"	"ENSRNOG00000060858"
"ENSRNOT00000109124"	"ENSRNOG00000066012"
"ENSRNOT00000100263"	"ENSRNOG00000066012"
"ENSRNOT00000082006"	"ENSRNOG00000066293"
"ENSRNOT00000022285"	"ENSRNOG00000016311"
"ENSRNOT00000048470"	"ENSRNOG00000016311"
"ENSRNOT00000083684"	"ENSRNOG00000016311"
"ENSRNOT00000022359"	"ENSRNOG00000016643"
"ENSRNOT00000096538"	"ENSRNOG00000016643"
"ENSRNOT00000097927"	"ENSRNOG00000016643"
"ENSRNOT00000022679"	"ENSRNOG00000016695"
"ENSRNOT00000100137"	"ENSRNOG00000016695"
"ENSRNOT00000014831"	"ENSRNOG00000011037"
"ENSRNOT00000015272"	"ENSRNOG00000011180"
"ENSRNOT00000089975"	"ENSRNOG00000011180"
"ENSRNOT00000086829"	"ENSRNOG00000011728"
"ENSRNOT00000015718"	"ENSRNOG00000011728"
"ENSRNOT00000017361"	"ENSRNOG00000012153"
"ENSRNOT00000117469"	"ENSRNOG00000012153"
"ENSRNOT00000075991"	"ENSRNOG00000049302"
"ENSRNOT00000076138"	"ENSRNOG00000049302"
"ENSRNOT00000078786"	"ENSRNOG00000049302"
"ENSRNOT00000101261"	"ENSRNOG00000066795"
"ENSRNOT00000101920"	"ENSRNOG00000069574"
"ENSRNOT00000094524"	"ENSRNOG00000069560"
"ENSRNOT00000101117"	"ENSRNOG00000069560"
"ENSRNOT00000118859"	"ENSRNOG00000069560"
"ENSRNOT00000097495"	"ENSRNOG00000069560"
"ENSRNOT00000091626"	"ENSRNOG00000014048"
"ENSRNOT00000096013"	"ENSRNOG00000014048"
"ENSRNOT00000018888"	"ENSRNOG00000014048"
"ENSRNOT00000103615"	"ENSRNOG00000014048"
"ENSRNOT00000106199"	"ENSRNOG00000014048"
"ENSRNOT00000065103"	"ENSRNOG00000014124"
"ENSRNOT00000080964"	"ENSRNOG00000014124"
"ENSRNOT00000019301"	"ENSRNOG00000014293"
"ENSRNOT00000020700"	"ENSRNOG00000014776"
"ENSRNOT00000114585"	"ENSRNOG00000062389"
"ENSRNOT00000084657"	"ENSRNOG00000024212"
"ENSRNOT00000067582"	"ENSRNOG00000024212"
"ENSRNOT00000116618"	"ENSRNOG00000024212"
"ENSRNOT00000108347"	"ENSRNOG00000024212"
"ENSRNOT00000119599"	"ENSRNOG00000015459"
"ENSRNOT00000020793"	"ENSRNOG00000015459"
"ENSRNOT00000102991"	"ENSRNOG00000015534"
"ENSRNOT00000020816"	"ENSRNOG00000015534"
"ENSRNOT00000099062"	"ENSRNOG00000015534"
"ENSRNOT00000032408"	"ENSRNOG00000024182"
"ENSRNOT00000101467"	"ENSRNOG00000070376"
"ENSRNOT00000103475"	"ENSRNOG00000070376"
"ENSRNOT00000115780"	"ENSRNOG00000070376"
"ENSRNOT00000098565"	"ENSRNOG00000070376"
"ENSRNOT00000119225"	"ENSRNOG00000070376"
"ENSRNOT00000087660"	"ENSRNOG00000015162"
"ENSRNOT00000020770"	"ENSRNOG00000015162"
"ENSRNOT00000048345"	"ENSRNOG00000015162"
"ENSRNOT00000103401"	"ENSRNOG00000015162"
"ENSRNOT00000084428"	"ENSRNOG00000066118"
"ENSRNOT00000089711"	"ENSRNOG00000055195"
"ENSRNOT00000110468"	"ENSRNOG00000024101"
"ENSRNOT00000109870"	"ENSRNOG00000024101"
"ENSRNOT00000049624"	"ENSRNOG00000024101"
"ENSRNOT00000086187"	"ENSRNOG00000024101"
"ENSRNOT00000120303"	"ENSRNOG00000065309"
"ENSRNOT00000111228"	"ENSRNOG00000059579"
"ENSRNOT00000078348"	"ENSRNOG00000059579"
"ENSRNOT00000077275"	"ENSRNOG00000059579"
"ENSRNOT00000099582"	"ENSRNOG00000059579"
"ENSRNOT00000115000"	"ENSRNOG00000059579"
"ENSRNOT00000111173"	"ENSRNOG00000070220"
"ENSRNOT00000119352"	"ENSRNOG00000070220"
"ENSRNOT00000090787"	"ENSRNOG00000058218"
"ENSRNOT00000039467"	"ENSRNOG00000024043"
"ENSRNOT00000088434"	"ENSRNOG00000053645"
"ENSRNOT00000024040"	"ENSRNOG00000017868"
"ENSRNOT00000107361"	"ENSRNOG00000017868"
"ENSRNOT00000100796"	"ENSRNOG00000068016"
"ENSRNOT00000049865"	"ENSRNOG00000068016"
"ENSRNOT00000115454"	"ENSRNOG00000068016"
"ENSRNOT00000119060"	"ENSRNOG00000070420"
"ENSRNOT00000044037"	"ENSRNOG00000050034"
"ENSRNOT00000049600"	"ENSRNOG00000033226"
"ENSRNOT00000074210"	"ENSRNOG00000047294"
"ENSRNOT00000020775"	"ENSRNOG00000066994"
"ENSRNOT00000105831"	"ENSRNOG00000070517"
"ENSRNOT00000117666"	"ENSRNOG00000070517"
"ENSRNOT00000074070"	"ENSRNOG00000070517"
"ENSRNOT00000116396"	"ENSRNOG00000063122"
"ENSRNOT00000112343"	"ENSRNOG00000063122"
"ENSRNOT00000099371"	"ENSRNOG00000062349"
"ENSRNOT00000105633"	"ENSRNOG00000070794"
"ENSRNOT00000114003"	"ENSRNOG00000065746"
"ENSRNOT00000118977"	"ENSRNOG00000064909"
"ENSRNOT00000108310"	"ENSRNOG00000065746"
"ENSRNOT00000099605"	"ENSRNOG00000065746"
"ENSRNOT00000040545"	"ENSRNOG00000065746"
"ENSRNOT00000037699"	"ENSRNOG00000023910"
"ENSRNOT00000005656"	"ENSRNOG00000004219"
"ENSRNOT00000005581"	"ENSRNOG00000004212"
"ENSRNOT00000005571"	"ENSRNOG00000003970"
"ENSRNOT00000119606"	"ENSRNOG00000003970"
"ENSRNOT00000102940"	"ENSRNOG00000068693"
"ENSRNOT00000086569"	"ENSRNOG00000056475"
"ENSRNOT00000103099"	"ENSRNOG00000003970"
"ENSRNOT00000005270"	"ENSRNOG00000003863"
"ENSRNOT00000035987"	"ENSRNOG00000003682"
"ENSRNOT00000095080"	"ENSRNOG00000065682"
"ENSRNOT00000004799"	"ENSRNOG00000003520"
"ENSRNOT00000101130"	"ENSRNOG00000003520"
"ENSRNOT00000064289"	"ENSRNOG00000043215"
"ENSRNOT00000014887"	"ENSRNOG00000023830"
"ENSRNOT00000115823"	"ENSRNOG00000023830"
"ENSRNOT00000107650"	"ENSRNOG00000003443"
"ENSRNOT00000004601"	"ENSRNOG00000003443"
"ENSRNOT00000098538"	"ENSRNOG00000003149"
"ENSRNOT00000004404"	"ENSRNOG00000003149"
"ENSRNOT00000110603"	"ENSRNOG00000003149"
"ENSRNOT00000004370"	"ENSRNOG00000003149"
"ENSRNOT00000102461"	"ENSRNOG00000003149"
"ENSRNOT00000111986"	"ENSRNOG00000003149"
"ENSRNOT00000004027"	"ENSRNOG00000003011"
"ENSRNOT00000079465"	"ENSRNOG00000055053"
"ENSRNOT00000003980"	"ENSRNOG00000002950"
"ENSRNOT00000098952"	"ENSRNOG00000002914"
"ENSRNOT00000111358"	"ENSRNOG00000002914"
"ENSRNOT00000003941"	"ENSRNOG00000002914"
"ENSRNOT00000114797"	"ENSRNOG00000052707"
"ENSRNOT00000083448"	"ENSRNOG00000052707"
"ENSRNOT00000102295"	"ENSRNOG00000052707"
"ENSRNOT00000106526"	"ENSRNOG00000052707"
"ENSRNOT00000108177"	"ENSRNOG00000069555"
"ENSRNOT00000100978"	"ENSRNOG00000062428"
"ENSRNOT00000053624"	"ENSRNOG00000035501"
"ENSRNOT00000053720"	"ENSRNOG00000035597"
"ENSRNOT00000053767"	"ENSRNOG00000035644"
"ENSRNOT00000115303"	"ENSRNOG00000025796"
"ENSRNOT00000109548"	"ENSRNOG00000025796"
"ENSRNOT00000030658"	"ENSRNOG00000025796"
"ENSRNOT00000115206"	"ENSRNOG00000025796"
"ENSRNOT00000037453"	"ENSRNOG00000006741"
"ENSRNOT00000008104"	"ENSRNOG00000006049"
"ENSRNOT00000097141"	"ENSRNOG00000006049"
"ENSRNOT00000108714"	"ENSRNOG00000006049"
"ENSRNOT00000054528"	"ENSRNOG00000036416"
"ENSRNOT00000085630"	"ENSRNOG00000005729"
"ENSRNOT00000007535"	"ENSRNOG00000005729"
"ENSRNOT00000007407"	"ENSRNOG00000005533"
"ENSRNOT00000103556"	"ENSRNOG00000065861"
"ENSRNOT00000103388"	"ENSRNOG00000005257"
"ENSRNOT00000107553"	"ENSRNOG00000005257"
"ENSRNOT00000095425"	"ENSRNOG00000005257"
"ENSRNOT00000109274"	"ENSRNOG00000005257"
"ENSRNOT00000041717"	"ENSRNOG00000005257"
"ENSRNOT00000006964"	"ENSRNOG00000005115"
"ENSRNOT00000115185"	"ENSRNOG00000005115"
"ENSRNOT00000115789"	"ENSRNOG00000029134"
"ENSRNOT00000043971"	"ENSRNOG00000029134"
"ENSRNOT00000101400"	"ENSRNOG00000029134"
"ENSRNOT00000098082"	"ENSRNOG00000029134"
"ENSRNOT00000103294"	"ENSRNOG00000029134"
"ENSRNOT00000101340"	"ENSRNOG00000029134"
"ENSRNOT00000113469"	"ENSRNOG00000029134"
