"TXNAME"	"GENEID"
"ENSRNOT00000104336"	"ENSRNOG00000065845"
"ENSRNOT00000080554"	"ENSRNOG00000055370"
"ENSRNOT00000041480"	"ENSRNOG00000033499"
"ENSRNOT00000056485"	"ENSRNOG00000023892"
"ENSRNOT00000012507"	"ENSRNOG00000069388"
"ENSRNOT00000012420"	"ENSRNOG00000009383"
"ENSRNOT00000071718"	"ENSRNOG00000070872"
"ENSRNOT00000108964"	"ENSRNOG00000066187"
"ENSRNOT00000103081"	"ENSRNOG00000067368"
"ENSRNOT00000012464"	"ENSRNOG00000046788"
"ENSRNOT00000107437"	"ENSRNOG00000063139"
"ENSRNOT00000072995"	"ENSRNOG00000067496"
"ENSRNOT00000045938"	"ENSRNOG00000071169"
"ENSRNOT00000072379"	"ENSRNOG00000064164"
"ENSRNOT00000042142"	"ENSRNOG00000028865"
"ENSRNOT00000065884"	"ENSRNOG00000042105"
"ENSRNOT00000032698"	"ENSRNOG00000023511"
"ENSRNOT00000074852"	"ENSRNOG00000066407"
"ENSRNOT00000079076"	"ENSRNOG00000052781"
"ENSRNOT00000091988"	"ENSRNOG00000051599"
"ENSRNOT00000012684"	"ENSRNOG00000009574"
"ENSRNOT00000012691"	"ENSRNOG00000009581"
"ENSRNOT00000096678"	"ENSRNOG00000065518"
"ENSRNOT00000100332"	"ENSRNOG00000065314"
"ENSRNOT00000098353"	"ENSRNOG00000066364"
"ENSRNOT00000109844"	"ENSRNOG00000062928"
"ENSRNOT00000114791"	"ENSRNOG00000069382"
"ENSRNOT00000044412"	"ENSRNOG00000050263"
"ENSRNOT00000096618"	"ENSRNOG00000064956"
"ENSRNOT00000097891"	"ENSRNOG00000065808"
"ENSRNOT00000103254"	"ENSRNOG00000064586"
"ENSRNOT00000102271"	"ENSRNOG00000063069"
"ENSRNOT00000100611"	"ENSRNOG00000063985"
"ENSRNOT00000108826"	"ENSRNOG00000064402"
"ENSRNOT00000108458"	"ENSRNOG00000065162"
"ENSRNOT00000075272"	"ENSRNOG00000067699"
"ENSRNOT00000096330"	"ENSRNOG00000071200"
"ENSRNOT00000112900"	"ENSRNOG00000071200"
"ENSRNOT00000048323"	"ENSRNOG00000069800"
"ENSRNOT00000028303"	"ENSRNOG00000020863"
"ENSRNOT00000117338"	"ENSRNOG00000020863"
"ENSRNOT00000118718"	"ENSRNOG00000020863"
"ENSRNOT00000075569"	"ENSRNOG00000020863"
"ENSRNOT00000056449"	"ENSRNOG00000037310"
"ENSRNOT00000028389"	"ENSRNOG00000020893"
"ENSRNOT00000101341"	"ENSRNOG00000070868"
"ENSRNOT00000116652"	"ENSRNOG00000070868"
"ENSRNOT00000117976"	"ENSRNOG00000070868"
"ENSRNOT00000042769"	"ENSRNOG00000030494"
"ENSRNOT00000056436"	"ENSRNOG00000020923"
"ENSRNOT00000079776"	"ENSRNOG00000020923"
"ENSRNOT00000103502"	"ENSRNOG00000020923"
"ENSRNOT00000089402"	"ENSRNOG00000020923"
"ENSRNOT00000028440"	"ENSRNOG00000020952"
"ENSRNOT00000116247"	"ENSRNOG00000020952"
"ENSRNOT00000101960"	"ENSRNOG00000020952"
"ENSRNOT00000111778"	"ENSRNOG00000065997"
"ENSRNOT00000116792"	"ENSRNOG00000065997"
"ENSRNOT00000028484"	"ENSRNOG00000020979"
"ENSRNOT00000114821"	"ENSRNOG00000064998"
"ENSRNOT00000119876"	"ENSRNOG00000064998"
"ENSRNOT00000028553"	"ENSRNOG00000021026"
"ENSRNOT00000109703"	"ENSRNOG00000021042"
"ENSRNOT00000028589"	"ENSRNOG00000021042"
"ENSRNOT00000117151"	"ENSRNOG00000021068"
"ENSRNOT00000028609"	"ENSRNOG00000021068"
"ENSRNOT00000119756"	"ENSRNOG00000021068"
"ENSRNOT00000113159"	"ENSRNOG00000021068"
"ENSRNOT00000028639"	"ENSRNOG00000021092"
"ENSRNOT00000117918"	"ENSRNOG00000021092"
"ENSRNOT00000116995"	"ENSRNOG00000021092"
"ENSRNOT00000028642"	"ENSRNOG00000021100"
"ENSRNOT00000116833"	"ENSRNOG00000021100"
"ENSRNOT00000105659"	"ENSRNOG00000062883"
"ENSRNOT00000028661"	"ENSRNOG00000021105"
"ENSRNOT00000113576"	"ENSRNOG00000071119"
"ENSRNOT00000101898"	"ENSRNOG00000071119"
"ENSRNOT00000117660"	"ENSRNOG00000071119"
"ENSRNOT00000113002"	"ENSRNOG00000071119"
"ENSRNOT00000098980"	"ENSRNOG00000065245"
"ENSRNOT00000064238"	"ENSRNOG00000021656"
"ENSRNOT00000101681"	"ENSRNOG00000021116"
"ENSRNOT00000028671"	"ENSRNOG00000021116"
"ENSRNOT00000107580"	"ENSRNOG00000021120"
"ENSRNOT00000028677"	"ENSRNOG00000021120"
"ENSRNOT00000028693"	"ENSRNOG00000021134"
"ENSRNOT00000028709"	"ENSRNOG00000021143"
"ENSRNOT00000111803"	"ENSRNOG00000021143"
"ENSRNOT00000077325"	"ENSRNOG00000021143"
"ENSRNOT00000089021"	"ENSRNOG00000057843"
"ENSRNOT00000103018"	"ENSRNOG00000057843"
"ENSRNOT00000116347"	"ENSRNOG00000066745"
"ENSRNOT00000085130"	"ENSRNOG00000058028"
"ENSRNOT00000106578"	"ENSRNOG00000063406"
"ENSRNOT00000074156"	"ENSRNOG00000049385"
"ENSRNOT00000028740"	"ENSRNOG00000021166"
"ENSRNOT00000105287"	"ENSRNOG00000021166"
"ENSRNOT00000087052"	"ENSRNOG00000057194"
"ENSRNOT00000106748"	"ENSRNOG00000057194"
"ENSRNOT00000107304"	"ENSRNOG00000057194"
"ENSRNOT00000104982"	"ENSRNOG00000057194"
"ENSRNOT00000100824"	"ENSRNOG00000054294"
"ENSRNOT00000103014"	"ENSRNOG00000057194"
"ENSRNOT00000085404"	"ENSRNOG00000054294"
"ENSRNOT00000106513"	"ENSRNOG00000054294"
"ENSRNOT00000104781"	"ENSRNOG00000025629"
"ENSRNOT00000063866"	"ENSRNOG00000025629"
"ENSRNOT00000085971"	"ENSRNOG00000025629"
"ENSRNOT00000034074"	"ENSRNOG00000024845"
"ENSRNOT00000099375"	"ENSRNOG00000063097"
"ENSRNOT00000056322"	"ENSRNOG00000042717"
"ENSRNOT00000091888"	"ENSRNOG00000059750"
"ENSRNOT00000094373"	"ENSRNOG00000059750"
"ENSRNOT00000100397"	"ENSRNOG00000062848"
"ENSRNOT00000112738"	"ENSRNOG00000023162"
"ENSRNOT00000106130"	"ENSRNOG00000023162"
"ENSRNOT00000105035"	"ENSRNOG00000023162"
"ENSRNOT00000025523"	"ENSRNOG00000023162"
"ENSRNOT00000108227"	"ENSRNOG00000023162"
"ENSRNOT00000113568"	"ENSRNOG00000065202"
"ENSRNOT00000079621"	"ENSRNOG00000021170"
"ENSRNOT00000028751"	"ENSRNOG00000021173"
"ENSRNOT00000119492"	"ENSRNOG00000021173"
"ENSRNOT00000113423"	"ENSRNOG00000021185"
"ENSRNOT00000097099"	"ENSRNOG00000021185"
"ENSRNOT00000028767"	"ENSRNOG00000021185"
"ENSRNOT00000110661"	"ENSRNOG00000021185"
"ENSRNOT00000097654"	"ENSRNOG00000068046"
"ENSRNOT00000040210"	"ENSRNOG00000032224"
"ENSRNOT00000028780"	"ENSRNOG00000021199"
"ENSRNOT00000108311"	"ENSRNOG00000069676"
"ENSRNOT00000107708"	"ENSRNOG00000070871"
"ENSRNOT00000003022"	"ENSRNOG00000002223"
"ENSRNOT00000095395"	"ENSRNOG00000065672"
"ENSRNOT00000112885"	"ENSRNOG00000070928"
"ENSRNOT00000056241"	"ENSRNOG00000037223"
"ENSRNOT00000028801"	"ENSRNOG00000021209"
"ENSRNOT00000094856"	"ENSRNOG00000069895"
"ENSRNOT00000116149"	"ENSRNOG00000068568"
"ENSRNOT00000089951"	"ENSRNOG00000056349"
"ENSRNOT00000031484"	"ENSRNOG00000037217"
"ENSRNOT00000109529"	"ENSRNOG00000037217"
"ENSRNOT00000028815"	"ENSRNOG00000033560"
"ENSRNOT00000100231"	"ENSRNOG00000033560"
"ENSRNOT00000082817"	"ENSRNOG00000058027"
"ENSRNOT00000000109"	"ENSRNOG00000000097"
"ENSRNOT00000117688"	"ENSRNOG00000000095"
"ENSRNOT00000000106"	"ENSRNOG00000000095"
"ENSRNOT00000094385"	"ENSRNOG00000000095"
"ENSRNOT00000071622"	"ENSRNOG00000046703"
"ENSRNOT00000111509"	"ENSRNOG00000067361"
"ENSRNOT00000112871"	"ENSRNOG00000017516"
"ENSRNOT00000023548"	"ENSRNOG00000017516"
"ENSRNOT00000109641"	"ENSRNOG00000064965"
"ENSRNOT00000109880"	"ENSRNOG00000064965"
"ENSRNOT00000117310"	"ENSRNOG00000064965"
"ENSRNOT00000042661"	"ENSRNOG00000030747"
"ENSRNOT00000023742"	"ENSRNOG00000017664"
"ENSRNOT00000107955"	"ENSRNOG00000064079"
"ENSRNOT00000099918"	"ENSRNOG00000017669"
"ENSRNOT00000115624"	"ENSRNOG00000017669"
"ENSRNOT00000043937"	"ENSRNOG00000017669"
"ENSRNOT00000111037"	"ENSRNOG00000062826"
"ENSRNOT00000116990"	"ENSRNOG00000068985"
"ENSRNOT00000100009"	"ENSRNOG00000018220"
"ENSRNOT00000118806"	"ENSRNOG00000018220"
"ENSRNOT00000088041"	"ENSRNOG00000018220"
"ENSRNOT00000087026"	"ENSRNOG00000018220"
"ENSRNOT00000024900"	"ENSRNOG00000018220"
"ENSRNOT00000056173"	"ENSRNOG00000019328"
"ENSRNOT00000079754"	"ENSRNOG00000019417"
"ENSRNOT00000068511"	"ENSRNOG00000070670"
"ENSRNOT00000026306"	"ENSRNOG00000019441"
"ENSRNOT00000105757"	"ENSRNOG00000063905"
"ENSRNOT00000056172"	"ENSRNOG00000063905"
"ENSRNOT00000086835"	"ENSRNOG00000070622"
"ENSRNOT00000091444"	"ENSRNOG00000019470"
"ENSRNOT00000091845"	"ENSRNOG00000019470"
"ENSRNOT00000046942"	"ENSRNOG00000019470"
"ENSRNOT00000102820"	"ENSRNOG00000068929"
"ENSRNOT00000089296"	"ENSRNOG00000065447"
"ENSRNOT00000089659"	"ENSRNOG00000061362"
"ENSRNOT00000087605"	"ENSRNOG00000058255"
"ENSRNOT00000109643"	"ENSRNOG00000071016"
"ENSRNOT00000026726"	"ENSRNOG00000019670"
"ENSRNOT00000097284"	"ENSRNOG00000070242"
"ENSRNOT00000098405"	"ENSRNOG00000070242"
"ENSRNOT00000103060"	"ENSRNOG00000070242"
"ENSRNOT00000116221"	"ENSRNOG00000070242"
"ENSRNOT00000108426"	"ENSRNOG00000070242"
"ENSRNOT00000020401"	"ENSRNOG00000070242"
"ENSRNOT00000067000"	"ENSRNOG00000015226"
"ENSRNOT00000105480"	"ENSRNOG00000015226"
"ENSRNOT00000088325"	"ENSRNOG00000061190"
"ENSRNOT00000115435"	"ENSRNOG00000067753"
"ENSRNOT00000104986"	"ENSRNOG00000057761"
"ENSRNOT00000090115"	"ENSRNOG00000057761"
"ENSRNOT00000084516"	"ENSRNOG00000057761"
"ENSRNOT00000056140"	"ENSRNOG00000037190"
"ENSRNOT00000096621"	"ENSRNOG00000015655"
"ENSRNOT00000021162"	"ENSRNOG00000015655"
"ENSRNOT00000021268"	"ENSRNOG00000015821"
"ENSRNOT00000095094"	"ENSRNOG00000030019"
"ENSRNOT00000040430"	"ENSRNOG00000030019"
"ENSRNOT00000021487"	"ENSRNOG00000016044"
"ENSRNOT00000021713"	"ENSRNOG00000033051"
"ENSRNOT00000105212"	"ENSRNOG00000033051"
"ENSRNOT00000022182"	"ENSRNOG00000016477"
"ENSRNOT00000118127"	"ENSRNOG00000016477"
"ENSRNOT00000113312"	"ENSRNOG00000016477"
"ENSRNOT00000022575"	"ENSRNOG00000016793"
"ENSRNOT00000023333"	"ENSRNOG00000016835"
"ENSRNOT00000102018"	"ENSRNOG00000016835"
"ENSRNOT00000036229"	"ENSRNOG00000023073"
"ENSRNOT00000119724"	"ENSRNOG00000068992"
"ENSRNOT00000112275"	"ENSRNOG00000064828"
"ENSRNOT00000109047"	"ENSRNOG00000064828"
"ENSRNOT00000110667"	"ENSRNOG00000064828"
"ENSRNOT00000099200"	"ENSRNOG00000069593"
"ENSRNOT00000026075"	"ENSRNOG00000019211"
"ENSRNOT00000056079"	"ENSRNOG00000019333"
"ENSRNOT00000096033"	"ENSRNOG00000019333"
"ENSRNOT00000113978"	"ENSRNOG00000019333"
"ENSRNOT00000115006"	"ENSRNOG00000019367"
"ENSRNOT00000026213"	"ENSRNOG00000019367"
"ENSRNOT00000080702"	"ENSRNOG00000019367"
"ENSRNOT00000026952"	"ENSRNOG00000019885"
"ENSRNOT00000088095"	"ENSRNOG00000019885"
"ENSRNOT00000098245"	"ENSRNOG00000019885"
"ENSRNOT00000086252"	"ENSRNOG00000057707"
"ENSRNOT00000115108"	"ENSRNOG00000019957"
"ENSRNOT00000027042"	"ENSRNOG00000019957"
"ENSRNOT00000087879"	"ENSRNOG00000056743"
"ENSRNOT00000040772"	"ENSRNOG00000030253"
"ENSRNOT00000018061"	"ENSRNOG00000012946"
"ENSRNOT00000109484"	"ENSRNOG00000013538"
"ENSRNOT00000056015"	"ENSRNOG00000013538"
"ENSRNOT00000108033"	"ENSRNOG00000013538"
"ENSRNOT00000115886"	"ENSRNOG00000014385"
"ENSRNOT00000019349"	"ENSRNOG00000014385"
"ENSRNOT00000019680"	"ENSRNOG00000014479"
"ENSRNOT00000099267"	"ENSRNOG00000066674"
"ENSRNOT00000096312"	"ENSRNOG00000069077"
"ENSRNOT00000068152"	"ENSRNOG00000015274"
"ENSRNOT00000047836"	"ENSRNOG00000032463"
"ENSRNOT00000106875"	"ENSRNOG00000032463"
"ENSRNOT00000110219"	"ENSRNOG00000032463"
"ENSRNOT00000094815"	"ENSRNOG00000070434"
"ENSRNOT00000103640"	"ENSRNOG00000070434"
"ENSRNOT00000104450"	"ENSRNOG00000066880"
"ENSRNOT00000075083"	"ENSRNOG00000064742"
"ENSRNOT00000021920"	"ENSRNOG00000064742"
"ENSRNOT00000075982"	"ENSRNOG00000064742"
"ENSRNOT00000076556"	"ENSRNOG00000064742"
"ENSRNOT00000022731"	"ENSRNOG00000016842"
"ENSRNOT00000049155"	"ENSRNOG00000016842"
"ENSRNOT00000076912"	"ENSRNOG00000051068"
"ENSRNOT00000099136"	"ENSRNOG00000067768"
"ENSRNOT00000108135"	"ENSRNOG00000017574"
"ENSRNOT00000104578"	"ENSRNOG00000017574"
"ENSRNOT00000055960"	"ENSRNOG00000017574"
"ENSRNOT00000072326"	"ENSRNOG00000065668"
"ENSRNOT00000036551"	"ENSRNOG00000017723"
"ENSRNOT00000100830"	"ENSRNOG00000017723"
"ENSRNOT00000024344"	"ENSRNOG00000017874"
"ENSRNOT00000024351"	"ENSRNOG00000018112"
"ENSRNOT00000024593"	"ENSRNOG00000018236"
"ENSRNOT00000111981"	"ENSRNOG00000018201"
"ENSRNOT00000024519"	"ENSRNOG00000018201"
"ENSRNOT00000114396"	"ENSRNOG00000068040"
"ENSRNOT00000070994"	"ENSRNOG00000047499"
"ENSRNOT00000074950"	"ENSRNOG00000050514"
"ENSRNOT00000086420"	"ENSRNOG00000060988"
"ENSRNOT00000093977"	"ENSRNOG00000060988"
"ENSRNOT00000075653"	"ENSRNOG00000050090"
"ENSRNOT00000107100"	"ENSRNOG00000070136"
"ENSRNOT00000096352"	"ENSRNOG00000018293"
"ENSRNOT00000025036"	"ENSRNOG00000018293"
"ENSRNOT00000100107"	"ENSRNOG00000018293"
"ENSRNOT00000096651"	"ENSRNOG00000018569"
"ENSRNOT00000066501"	"ENSRNOG00000018569"
"ENSRNOT00000079993"	"ENSRNOG00000018569"
"ENSRNOT00000098324"	"ENSRNOG00000018569"
"ENSRNOT00000025222"	"ENSRNOG00000018659"
"ENSRNOT00000111860"	"ENSRNOG00000018659"
"ENSRNOT00000081835"	"ENSRNOG00000018659"
"ENSRNOT00000080228"	"ENSRNOG00000060939"
"ENSRNOT00000110922"	"ENSRNOG00000060939"
"ENSRNOT00000081501"	"ENSRNOG00000018937"
"ENSRNOT00000025689"	"ENSRNOG00000018937"
"ENSRNOT00000025800"	"ENSRNOG00000018937"
"ENSRNOT00000025746"	"ENSRNOG00000060939"
"ENSRNOT00000109587"	"ENSRNOG00000060939"
"ENSRNOT00000052403"	"ENSRNOG00000047108"
"ENSRNOT00000051261"	"ENSRNOG00000019058"
"ENSRNOT00000025939"	"ENSRNOG00000060939"
"ENSRNOT00000077563"	"ENSRNOG00000060939"
"ENSRNOT00000104497"	"ENSRNOG00000029726"
"ENSRNOT00000109885"	"ENSRNOG00000029726"
"ENSRNOT00000047139"	"ENSRNOG00000029726"
"ENSRNOT00000025994"	"ENSRNOG00000019221"
"ENSRNOT00000106805"	"ENSRNOG00000019221"
"ENSRNOT00000119188"	"ENSRNOG00000019221"
"ENSRNOT00000026051"	"ENSRNOG00000019240"
"ENSRNOT00000088657"	"ENSRNOG00000019240"
"ENSRNOT00000026710"	"ENSRNOG00000019465"
"ENSRNOT00000026750"	"ENSRNOG00000019738"
"ENSRNOT00000107427"	"ENSRNOG00000019738"
"ENSRNOT00000087329"	"ENSRNOG00000052232"
"ENSRNOT00000112780"	"ENSRNOG00000052232"
"ENSRNOT00000102370"	"ENSRNOG00000028749"
"ENSRNOT00000037336"	"ENSRNOG00000028749"
"ENSRNOT00000026883"	"ENSRNOG00000019780"
"ENSRNOT00000027263"	"ENSRNOG00000020058"
"ENSRNOT00000033015"	"ENSRNOG00000020255"
"ENSRNOT00000091896"	"ENSRNOG00000020255"
"ENSRNOT00000096573"	"ENSRNOG00000020255"
"ENSRNOT00000027493"	"ENSRNOG00000020272"
"ENSRNOT00000082978"	"ENSRNOG00000051850"
"ENSRNOT00000095170"	"ENSRNOG00000069709"
"ENSRNOT00000105696"	"ENSRNOG00000069709"
"ENSRNOT00000066178"	"ENSRNOG00000012149"
"ENSRNOT00000107541"	"ENSRNOG00000012149"
"ENSRNOT00000107791"	"ENSRNOG00000067289"
"ENSRNOT00000027666"	"ENSRNOG00000020392"
"ENSRNOT00000112168"	"ENSRNOG00000020392"
"ENSRNOT00000116877"	"ENSRNOG00000020392"
"ENSRNOT00000027690"	"ENSRNOG00000020421"
"ENSRNOT00000096434"	"ENSRNOG00000020421"
"ENSRNOT00000027738"	"ENSRNOG00000020438"
"ENSRNOT00000104883"	"ENSRNOG00000020438"
"ENSRNOT00000094371"	"ENSRNOG00000020438"
"ENSRNOT00000100594"	"ENSRNOG00000063403"
"ENSRNOT00000090561"	"ENSRNOG00000027540"
"ENSRNOT00000066218"	"ENSRNOG00000031136"
"ENSRNOT00000113113"	"ENSRNOG00000031136"
"ENSRNOT00000116340"	"ENSRNOG00000031136"
"ENSRNOT00000100896"	"ENSRNOG00000031136"
"ENSRNOT00000101936"	"ENSRNOG00000031136"
"ENSRNOT00000110142"	"ENSRNOG00000031136"
"ENSRNOT00000117900"	"ENSRNOG00000031136"
"ENSRNOT00000114999"	"ENSRNOG00000031136"
"ENSRNOT00000106272"	"ENSRNOG00000063754"
"ENSRNOT00000073001"	"ENSRNOG00000050075"
"ENSRNOT00000023079"	"ENSRNOG00000017187"
"ENSRNOT00000085649"	"ENSRNOG00000051368"
"ENSRNOT00000109849"	"ENSRNOG00000068553"
"ENSRNOT00000080226"	"ENSRNOG00000052881"
"ENSRNOT00000115966"	"ENSRNOG00000069066"
"ENSRNOT00000107113"	"ENSRNOG00000063693"
"ENSRNOT00000115529"	"ENSRNOG00000064952"
"ENSRNOT00000110965"	"ENSRNOG00000065221"
"ENSRNOT00000113083"	"ENSRNOG00000069596"
"ENSRNOT00000097214"	"ENSRNOG00000064517"
"ENSRNOT00000094692"	"ENSRNOG00000064517"
"ENSRNOT00000098690"	"ENSRNOG00000064517"
"ENSRNOT00000087714"	"ENSRNOG00000017310"
"ENSRNOT00000023366"	"ENSRNOG00000017310"
"ENSRNOT00000114240"	"ENSRNOG00000063834"
"ENSRNOT00000086394"	"ENSRNOG00000061534"
"ENSRNOT00000113972"	"ENSRNOG00000064220"
"ENSRNOT00000018318"	"ENSRNOG00000013683"
"ENSRNOT00000112301"	"ENSRNOG00000013912"
"ENSRNOT00000019172"	"ENSRNOG00000013912"
"ENSRNOT00000078806"	"ENSRNOG00000014333"
"ENSRNOT00000077972"	"ENSRNOG00000014333"
"ENSRNOT00000019377"	"ENSRNOG00000014333"
"ENSRNOT00000037068"	"ENSRNOG00000026953"
"ENSRNOT00000064735"	"ENSRNOG00000014515"
"ENSRNOT00000114910"	"ENSRNOG00000014515"
"ENSRNOT00000112422"	"ENSRNOG00000014515"
"ENSRNOT00000078229"	"ENSRNOG00000056917"
"ENSRNOT00000020149"	"ENSRNOG00000014575"
"ENSRNOT00000108736"	"ENSRNOG00000014575"
"ENSRNOT00000064484"	"ENSRNOG00000015140"
"ENSRNOT00000088123"	"ENSRNOG00000015502"
"ENSRNOT00000020907"	"ENSRNOG00000015502"
"ENSRNOT00000075340"	"ENSRNOG00000015502"
"ENSRNOT00000097342"	"ENSRNOG00000015502"
"ENSRNOT00000085122"	"ENSRNOG00000015502"
"ENSRNOT00000055735"	"ENSRNOG00000016214"
"ENSRNOT00000095854"	"ENSRNOG00000058609"
"ENSRNOT00000103421"	"ENSRNOG00000058609"
"ENSRNOT00000089082"	"ENSRNOG00000058609"
"ENSRNOT00000118367"	"ENSRNOG00000058609"
"ENSRNOT00000090294"	"ENSRNOG00000060159"
"ENSRNOT00000078914"	"ENSRNOG00000055846"
"ENSRNOT00000114094"	"ENSRNOG00000016872"
"ENSRNOT00000022625"	"ENSRNOG00000016872"
"ENSRNOT00000022947"	"ENSRNOG00000017077"
"ENSRNOT00000104266"	"ENSRNOG00000010827"
"ENSRNOT00000108304"	"ENSRNOG00000010827"
"ENSRNOT00000015036"	"ENSRNOG00000010827"
"ENSRNOT00000099622"	"ENSRNOG00000010827"
"ENSRNOT00000098424"	"ENSRNOG00000062782"
"ENSRNOT00000084695"	"ENSRNOG00000051673"
"ENSRNOT00000040080"	"ENSRNOG00000029893"
"ENSRNOT00000098633"	"ENSRNOG00000029893"
"ENSRNOT00000032324"	"ENSRNOG00000025160"
"ENSRNOT00000104736"	"ENSRNOG00000071142"
"ENSRNOT00000055711"	"ENSRNOG00000011723"
"ENSRNOT00000116759"	"ENSRNOG00000011723"
"ENSRNOT00000114242"	"ENSRNOG00000063273"
"ENSRNOT00000103767"	"ENSRNOG00000065491"
"ENSRNOT00000120155"	"ENSRNOG00000065491"
"ENSRNOT00000097412"	"ENSRNOG00000063238"
"ENSRNOT00000016739"	"ENSRNOG00000011929"
"ENSRNOT00000110813"	"ENSRNOG00000011929"
"ENSRNOT00000119497"	"ENSRNOG00000011929"
"ENSRNOT00000106914"	"ENSRNOG00000011929"
"ENSRNOT00000089739"	"ENSRNOG00000060844"
"ENSRNOT00000107119"	"ENSRNOG00000060844"
"ENSRNOT00000098644"	"ENSRNOG00000062458"
"ENSRNOT00000115065"	"ENSRNOG00000062746"
"ENSRNOT00000116739"	"ENSRNOG00000062746"
"ENSRNOT00000120093"	"ENSRNOG00000062746"
"ENSRNOT00000102156"	"ENSRNOG00000062746"
"ENSRNOT00000117266"	"ENSRNOG00000062746"
"ENSRNOT00000062138"	"ENSRNOG00000040385"
"ENSRNOT00000019244"	"ENSRNOG00000013798"
"ENSRNOT00000104633"	"ENSRNOG00000013798"
"ENSRNOT00000116752"	"ENSRNOG00000013798"
"ENSRNOT00000055669"	"ENSRNOG00000013798"
"ENSRNOT00000096170"	"ENSRNOG00000065795"
"ENSRNOT00000111958"	"ENSRNOG00000068402"
"ENSRNOT00000066581"	"ENSRNOG00000014660"
"ENSRNOT00000107292"	"ENSRNOG00000014815"
"ENSRNOT00000065361"	"ENSRNOG00000014815"
"ENSRNOT00000080215"	"ENSRNOG00000014815"
"ENSRNOT00000111134"	"ENSRNOG00000014815"
"ENSRNOT00000019931"	"ENSRNOG00000014867"
"ENSRNOT00000113331"	"ENSRNOG00000014867"
"ENSRNOT00000020574"	"ENSRNOG00000015250"
"ENSRNOT00000065222"	"ENSRNOG00000015250"
"ENSRNOT00000106170"	"ENSRNOG00000015250"
"ENSRNOT00000086024"	"ENSRNOG00000057704"
"ENSRNOT00000084360"	"ENSRNOG00000053898"
"ENSRNOT00000021335"	"ENSRNOG00000015781"
"ENSRNOT00000106313"	"ENSRNOG00000024928"
"ENSRNOT00000055648"	"ENSRNOG00000024928"
"ENSRNOT00000107611"	"ENSRNOG00000064712"
"ENSRNOT00000108258"	"ENSRNOG00000064712"
"ENSRNOT00000086241"	"ENSRNOG00000052744"
"ENSRNOT00000012676"	"ENSRNOG00000009345"
"ENSRNOT00000080637"	"ENSRNOG00000011076"
"ENSRNOT00000084756"	"ENSRNOG00000011076"
"ENSRNOT00000080470"	"ENSRNOG00000011076"
"ENSRNOT00000055615"	"ENSRNOG00000011076"
"ENSRNOT00000037255"	"ENSRNOG00000011076"
"ENSRNOT00000089534"	"ENSRNOG00000011076"
"ENSRNOT00000015386"	"ENSRNOG00000011076"
"ENSRNOT00000074644"	"ENSRNOG00000048989"
"ENSRNOT00000073860"	"ENSRNOG00000048989"
"ENSRNOT00000030798"	"ENSRNOG00000022636"
"ENSRNOT00000109329"	"ENSRNOG00000024492"
"ENSRNOT00000055607"	"ENSRNOG00000024492"
"ENSRNOT00000082173"	"ENSRNOG00000024492"
"ENSRNOT00000096978"	"ENSRNOG00000010875"
"ENSRNOT00000014510"	"ENSRNOG00000010875"
"ENSRNOT00000041479"	"ENSRNOG00000062474"
"ENSRNOT00000087062"	"ENSRNOG00000051854"
"ENSRNOT00000107896"	"ENSRNOG00000051854"
"ENSRNOT00000089504"	"ENSRNOG00000053979"
"ENSRNOT00000093153"	"ENSRNOG00000053979"
"ENSRNOT00000093386"	"ENSRNOG00000061097"
"ENSRNOT00000085096"	"ENSRNOG00000053349"
"ENSRNOT00000093631"	"ENSRNOG00000053349"
"ENSRNOT00000078074"	"ENSRNOG00000061146"
"ENSRNOT00000012587"	"ENSRNOG00000009433"
"ENSRNOT00000038509"	"ENSRNOG00000023373"
"ENSRNOT00000104158"	"ENSRNOG00000023373"
"ENSRNOT00000109543"	"ENSRNOG00000023373"
"ENSRNOT00000084219"	"ENSRNOG00000054881"
"ENSRNOT00000105723"	"ENSRNOG00000023322"
"ENSRNOT00000037393"	"ENSRNOG00000023322"
"ENSRNOT00000097931"	"ENSRNOG00000023322"
"ENSRNOT00000110030"	"ENSRNOG00000023322"
"ENSRNOT00000009046"	"ENSRNOG00000016387"
"ENSRNOT00000112921"	"ENSRNOG00000069431"
"ENSRNOT00000089472"	"ENSRNOG00000055035"
"ENSRNOT00000014658"	"ENSRNOG00000010697"
"ENSRNOT00000055570"	"ENSRNOG00000011053"
"ENSRNOT00000089674"	"ENSRNOG00000011053"
"ENSRNOT00000015020"	"ENSRNOG00000011284"
"ENSRNOT00000097097"	"ENSRNOG00000011284"
"ENSRNOT00000106830"	"ENSRNOG00000011284"
"ENSRNOT00000086533"	"ENSRNOG00000065319"
"ENSRNOT00000112244"	"ENSRNOG00000011384"
"ENSRNOT00000015213"	"ENSRNOG00000011384"
"ENSRNOT00000111833"	"ENSRNOG00000011384"
"ENSRNOT00000077493"	"ENSRNOG00000058729"
"ENSRNOT00000118889"	"ENSRNOG00000052873"
"ENSRNOT00000090834"	"ENSRNOG00000052873"
"ENSRNOT00000078608"	"ENSRNOG00000052873"
"ENSRNOT00000079479"	"ENSRNOG00000052873"
"ENSRNOT00000086303"	"ENSRNOG00000011669"
"ENSRNOT00000037154"	"ENSRNOG00000011669"
"ENSRNOT00000107379"	"ENSRNOG00000011669"
"ENSRNOT00000041583"	"ENSRNOG00000023965"
